Campname,Outcomes Dropdown,Total PPE
CLARKE EL,0.65,9038.12596
CLARK EL,0.57,10976.99038
CLARDY EL,0.44,9662.841156
CJ & ANNE HYMAN EL,0.34,9956.975234
CITY VIEW EL,0.51,6647.7524
CISCO EL,0.49,8615.323534
CHRISTIE EL,0.39,10216.31635
CHRISTENE C MOSS EL,0.3,10933.25505
CHISUM EL,0.63,9571.13524
CHISHOLM TRAIL MIDDLE,0.48,12730.60259
CHINA SPRING MIDDLE,0.57,7934.79082
CHINA EL,0.45,8673.61307
CHILTON SCHOOL,0.4,10323.14394
CHILDRESS EL,0.56,8652.77212
CHARLTON-POLLARD EL,0.25,10073.43106
CHARLOTTE COX EL,0.66,8925.056065
CHARLOTTE ANDERSON EL,0.66,9379.887735
CHARLES RICE LEARNING CENTER,0.49,10406.4884
CHARLES MIDDLE,0.44,9679.828107
CHARLES C BALL ACADEMY,0.29,11514.36561
CHARLES ACTON EL,0.36,8475.725648
CHAPEL HILL PREPARATORY-A PERSONAL,0.5,10903.92654
CHAPEL HILL EL,0.56,9490.253228
CHANDLER OAKS EL,0.73,7746.019589
CHANDLER EL,0.43,7932.377987
CHALLENGE EARLY COLLEGE H S,0.94,8069.176691
CESAR CHAVEZ PRI,0.33,9264.675934
CESAR CHAVEZ EL,0.6,11547.00952
CENTRAL J H,0.53,9779.112341
CENTRAL HEIGHTS EL,0.61,7203.827495
CENTRAL H S,0.53,11740.9302
CENTRAL EL,0.51,9033.335978
CENTRAL EL,0.34,9908.131399
CENTRAL EL,0.69,9664.815976
CENTRAL EL,0.45,10510.72834
CENTRAL EL,0.41,11630.52817
CENTRAL ATHENS,0.32,8363.011715
CENTER MIDDLE,0.4,9252.506751
CENTER EL,0.36,8560.769599
CENTENNIAL EL,0.77,10531.84059
CELINA EL,0.57,8806.05709
CELESTINO MAURICIO SOTO JR EL,0.53,10105.25031
CEDAR RIDGE EL,0.33,10329.30026
CEDAR HILL COLLEGIATE PREP,0.64,8655.661413
CEDAR GROVE EL,0.37,10690.96809
CEDAR GROVE EL,0.49,9237.881294
CEDAR CREEK EL,0.79,9623.695002
CAVAZOS MIDDLE,0.25,9920.807678
CAVAZOS EL,0.57,9773.2319
CATHELENE THOMAS EL,0.38,11643.49661
CASTRO EL,0.35,9946.646155
CASTLE HILLS EL,0.58,10382.41281
CASTANEDA EL,0.52,9549.119497
CASTANEDA EL,0.56,9154.359614
CARVER EL,0.25,9046.961877
CARVER CENTER,0.9,7018.434206
CARTHAGE J H,0.44,9506.402291
CARSON EL,0.57,8866.506205
CARROLLTON EL,0.42,10274.2866
CARROLL PEAK EL,0.27,10157.76644
CARROLL EL,0.62,9181.135845
CARROLL EL,0.91,10322.87635
CARROLL BELL EL,0.43,9744.164319
CARRIZO SPRINGS INT,0.32,9458.089846
CARRILLO EL,0.5,9545.810793
CARRIE L LOVEJOY EL,0.81,12599.57253
CAROL HOLT EL,0.5,9064.065409
CARNAHAN EL,0.38,10490.80815
CARMICHAEL EL,0.44,10681.26082
CARMEN ANAYA EL,0.71,9865.21399
CARLISLE EL,0.69,9385.969727
CARL SCHURZ EL,0.57,8237.064493
CARL C WAITZ EL,0.43,9375.691465
CARAWAY EL,0.29,9533.595971
CAPT D SALINAS II EL,0.42,9512.516551
CAPISTRANO EL,0.31,10733.38387
CANYON CREEK EL,0.91,8839.821418
CANUTILLO EL,0.48,10494.2068
CANTU EL,0.46,9424.969759
CANTON J H,0.59,7120.754252
CANTON INT,0.53,7585.45831
CANO-GONZALEZ EL,0.55,9861.394177
CANNON EL,0.61,11693.28349
CANNADAY EL,0.36,9047.362818
CANALES EL,0.38,9464.771799
CAMPESTRE EL,0.52,10080.14328
CAMERON YOE H S,0.42,11082.32766
CAMERON DUAL LANGUAGE MAGNET,0.44,8394.278306
CAMELOT EL,0.36,10047.79017
CALLISBURG EL,0.45,9499.633525
CALDWELL INT,0.34,8360.367126
CALDWELL H S,0.66,10390.702
CALDWELL EL,0.42,8189.385261
CALDWELL EL,0.34,10934.89475
CALDWELL EL,0.34,9379.2349
CALDWELL ARTS ACADEMY,0.53,9877.843457
CALDER ROAD EL,0.6,10763.9358
CAGE EL,0.5,8526.179195
CADDO MILLS MIDDLE,0.58,8036.090503
CADDO MILLS H S,0.77,10348.09645
CADDO GROVE EL,0.41,8713.134354
CABLE EL,0.27,10868.16725
C STAINKE EL,0.38,9384.006626
C O CHANDLER EL,0.33,8143.50395
C E VAIL EL,0.4,9115.796981
C B THOMPSON MIDDLE,0.4,9613.794376
C A TATUM JR EL,0.4,9726.941352
BUTTERFIELD EL,0.58,10951.09422
BUTLER EL,0.68,11584.38865
BUSSEY EL,0.37,9382.264424
BUSHLAND MIDDLE,0.58,8625.352072
BUSHLAND H S,0.74,11116.50574
BUSHLAND EL,0.52,8995.175992
BUSH EL,0.54,8777.800805
BURTON HILL EL,0.64,10580.60063
BURRUS EL,0.35,8647.412616
BURNET EL,0.22,8647.551474
BURNET EL,0.43,9135.596551
BURNET EL,0.32,8624.896485
BURLESON EL,0.25,7507.204142
BURKS EL,0.33,11543.39503
BURKE EL,0.66,10694.85915
BURGIN EL,0.32,10738.73853
BUNA H S,0.49,11418.96862
BULLOCK EL,0.44,8941.545368
BUFFALO J H,0.52,9522.706302
BUFFALO CREEK EL,0.33,10834.54963
BRYSON EL,0.37,8988.338371
BRYKER WOODS EL,0.72,9186.724873
BRYANT EL,0.56,12007.17191
BRYAN COLLEGIATE H S,0.81,7204.149868
BRUNI EL,0.66,9613.208942
BRUCE SHULKEY EL,0.41,10786.44142
BRUCE EL,0.27,9837.780613
BROWNWOOD MIDDLE,0.4,9685.820552
BROWNSBORO J H,0.52,9808.682566
BROWNSBORO EL,0.38,8039.192488
BROWNING EL,0.35,8948.49165
BROWNFIELD H S,0.36,12514.65764
BROWNE MIDDLE,0.35,10476.5093
BROOKHOLLOW EL,0.41,10112.47765
BROCK INT,0.62,7638.333348
BROCK H S,0.73,10352.46494
BRITE EL,0.59,8679.799759
BRISCOE EL,0.31,10630.84947
BRIGHT ACAD,0.43,9684.076206
BRIDLEWOOD EL,0.76,8810.268274
BRIDGEPORT MIDDLE,0.46,10831.92963
BRIDGEPORT INT,0.34,10573.66769
BRECKENRIDGE H S,0.43,10035.79004
BRANSOM EL,0.46,8339.891472
BRANSFORD EL,0.77,10020.89419
BRANDON EL,0.48,8574.794687
BRAMLETTE STEAM ACADEMY,0.52,8795.395834
BRADY EL,0.38,10319.34784
BRADFORD EL,0.51,7205.061895
BRADFIELD EL,0.46,9068.248191
BOYD H S,0.53,10240.95234
BOYD EL,0.32,7477.206211
BOWIE H S,0.59,9270.662048
BOWIE EL,0.37,11882.42698
BOWIE EL,0.34,10601.74102
BOWIE EL,0.4,8640.497566
BOWIE EL,0.41,8689.320069
BOWIE EL,0.35,7401.434436
BOWDEN ACADEMY,0.21,11400.72194
BOUDE STOREY MIDDLE,0.31,11002.6589
BORMAN EL,0.4,11563.67451
BORGER MIDDLE,0.42,11345.62008
BOONE EL,0.36,10300.16692
BOONE EL,0.56,10023.72311
BONNIE BRAE,0.51,10100.11789
BONNER EL,0.5,9846.679006
BONHAM H S,0.46,12618.27884
BONHAM EL,0.33,9051.292058
BONHAM ACADEMY,0.36,10051.87739
BOLIN EL,0.66,9613.782777
BOGGESS EL,0.66,10766.29551
BOB HOPE EL,0.42,10082.1261
BLUEBONNET TRAIL EL,0.5,9451.075171
BLUEBONNET EL,0.27,9155.594236
BLUEBONNET EL,0.3,8179.430326
BLUEBONNET EL,0.81,8711.293651
BLUEBONNET EL,0.47,9551.581595
BLUEBONNET EL,0.29,11412.84418
BLOSSOM EL,0.54,6388.845051
BLOOMING GROVE EL,0.33,8618.452363
BLISS EL,0.43,9336.033831
BLATTMAN EL,0.72,8865.654031
BLANTON EL,0.53,10601.0488
BLANTON EL,0.66,8805.483227
BLANTON EL,0.38,7756.150413
BLANTON EL,0.34,12720.92013
BLANTON EL,0.53,10913.23942
BLANCO EL,0.53,9871.135799
BLANCA E SANCHEZ,0.63,9242.297338
BLAKE MANOR EL,0.45,10061.52862
BLAIR EL,0.41,10649.34711
BLACKSHEAR EL,0.35,12232.73303
BLACK EL,0.35,10050.54754
BIVINS EL,0.59,8465.946801
BISHOP H S,0.67,11048.97033
BISHOP EL,0.46,10380.24705
BIRDWELL EL,0.5,8540.724357
BIRDVILLE EL,0.42,10239.57944
BILL J ELLIOTT EL,0.37,10294.28181
BILL CHILDRESS EL,0.45,11298.72625
BIG SANDY SCHOOL,0.45,11463.54688
BEVERLY EL,0.85,10351.49174
BETTS EL,0.52,9947.514392
BESS CAMPBELL EL,0.8,10433.79097
BESS BRANNEN EL,0.68,8457.75919
BENITO MARTINEZ EL,0.49,10057.29693
BENBROOK EL,0.44,7969.018193
BENBROOK EL,0.46,9318.594881
BEN MILAM EL,0.51,10036.56062
BELTON NEW TECH H S AT WASKOW,0.74,6751.500471
BELT LINE EL,0.48,9193.212446
BELLVILLE J H,0.48,9228.730771
BELLS EL,0.56,7795.616494
BELLAIRE EL,0.36,9575.278134
BEL AIR EL,0.37,9510.725712
BECKHAM EL,0.51,9739.558805
BECKER EL,0.58,9256.061655
BEAVER TECHNOLOGY CENTER,0.62,8599.178887
BEAR BRANCH EL,0.47,9268.432747
BEAN EL,0.25,9998.206043
BEACON HILL ACADEMY,0.26,10576.52325
BAYSHORE EL,0.43,10082.88452
BAYLOR COLLEGE OF MEDICINE BIOTECH,0.46,10184.73401
BAYLESS EL,0.38,9222.014204
BAYLES EL,0.37,10483.07498
BATY EL,0.27,12100.73093
BASSETTI EL,0.44,9320.217929
BASKIN EL,0.45,10536.64125
BARTON HILLS EL,0.67,9075.994239
BARTON CREEK EL,0.78,10849.58446
BARROW EL,0.34,9392.748318
BARRON EL,0.38,10344.48225
BARRINGTON PLACE EL,0.64,10315.20638
BARRINGTON EL,0.2,11455.03325
BARRETT EL,0.43,9113.046882
BARBARA JORDAN EL,0.5,10763.25892
BARACK OBAMA MALE LEADERSHIP ACAD,0.75,9553.083814
BANQUETE EL,0.59,10806.26947
BANDERA MIDDLE,0.4,8197.365327
BALLINGER EL,0.47,11047.03245
BACK EL,0.53,9992.539116
B H MACON EL,0.43,10068.09476
AZLE J H SOUTH,0.52,7905.25836
AZLE EL,0.41,7523.398936
AVONDALE EL,0.53,7566.891849
AUSTIN MONTESSORI MAGNET,0.44,8799.515544
AUSTIN MIDDLE,0.83,11106.56373
AUSTIN EL,0.5,9881.756836
AUSTIN EL,0.52,9020.603893
AUSTIN EL,0.49,8668.868818
AUSTIN EL,0.41,10475.71825
AUSTIN EL,0.58,7205.776489
AUSTIN EL,0.2,8547.816736
ATWOOD MCDONALD EL,0.32,9224.135535
ATTUCKS MIDDLE,0.24,11948.66086
ATLANTA H S,0.5,12978.96175
ATKINSON EL,0.47,11334.49714
ATHERTON EL,0.54,8799.162742
ATHERTON EL,0.37,11965.39894
ASCARATE EL,0.43,11013.99244
ARTURO SALAZAR EL,0.52,10068.21678
ARP EL,0.41,9431.893064
ARNOLD EL,0.36,10254.76434
ARMSTRONG EL,0.71,10544.2619
ARMENDARIZ MIDDLE,0.34,9296.837367
ARMANDO CERNA EL,0.61,9056.432006
ARMAND BAYOU EL,0.53,8455.734909
ARLINGTON COLLEGIATE H S,0.94,6264.468978
ARGYLE INT,0.66,8563.960108
ARDEN ROAD EL,0.62,7810.304605
ARAPAHO CLASSICAL MAGNET,0.67,7983.693168
ARANSAS PASS H S,0.54,12217.8009
ANTHONY EL,0.36,10643.07566
ANSON JONES EL,0.37,9337.43198
ANNIE SIMS EL,0.53,9403.383638
ANNETTE PERRY EL,0.5,9183.377989
ANNE L MAGEE EL,0.59,10162.96267
ANN WHITNEY EL,0.48,9204.42566
ANN M GARCIA-ENRIQUEZ MIDDLE,0.37,12099.50603
ANITA SCOTT EL,0.44,9063.120012
ANGELA GERUSA LEAL EL,0.31,10408.1183
ANDREWS EL,0.79,8858.330761
ANDREWS EL,0.44,9378.153818
ANDERSON-SHIRO JR/SR H S,0.57,10280.33315
ANDERSON-SHIRO EL,0.58,8261.333551
ANDERSON MILL EL,0.42,9502.970021
AMY PARKS-HEATH EL,0.77,9133.889703
AMPARO GUTIERREZ EL,0.52,11485.61976
AMOS EL,0.49,11642.30375
AMANDA ROCHELL EL,0.44,9346.867341
ALVIS C STORY EL,0.66,10663.12683
ALVIN EL,0.36,10664.24245
ALVAREZ EL,0.44,10174.26359
ALVARADO J H,0.39,8094.023054
ALTON EL,0.59,10352.07566
ALTON EL,0.43,9324.680266
ALTO BONITO EL,0.51,9820.937179
ALTA VISTA EL,0.29,11274.84755
ALONSO S PERALES EL,0.25,10698.12088
ALOE EL,0.49,8557.248566
ALMA BREWER STRAWN EL,0.25,8774.883654
ALLISON EL,0.38,11001.31884
ALLEN EL,0.43,9511.546248
ALLEN EL,0.75,8559.252685
ALKEK EL,0.43,8262.700779
ALIEF EARLY COLLEGE H S,0.93,9580.148441
ALICE MOORE ALEXANDER,0.44,10133.8727
ALFONSO RAMIREZ EL,0.59,8993.816321
ALFONSO BORREGO SR EL,0.5,11110.03301
ALDRIDGE EL,0.59,8969.852326
ALDERSON EL,0.29,11229.65855
ALBERTO AND CELIA BARRERA EL,0.41,10587.97184
ALBERT & IOLA LEE DAVIS MALVERN EL,0.28,11951.82162
ALBA-GOLDEN H S,0.52,11228.03641
ALBA-GOLDEN EL,0.36,8694.78293
ALAN B SHEPARD MIDDLE,0.3,10360.3606
AIKMAN EL,0.43,8753.111984
AGNES COTTON ACADEMY,0.41,11758.41936
ADAMS HILL EL,0.37,10408.40298
ADAMS EL,0.4,9225.467785
ADA MAE FAUBION EL,0.48,9592.656131
ACHIEVE EARLY COLLEGE H S,0.91,8876.698641
ACADEMY H S,0.55,9359.738257
A M PATE EL,0.18,10279.63869
A M OCHOA EL,0.32,9464.265403
A G ELDER EL,0.53,8896.24513
A E BUTLER INT,0.36,8598.718261
ZEPHYR SCHOOL,0.5,10668.75115
ZAVALA EL,0.61,10866.21283
ZAVALA EL,0.53,12610.9784
YOUNG WOMEN'S STEAM RESEARCH & PRE,0.51,8379.396431
YOUNG WOMEN'S LEADERSHIP ACADEMY,0.89,11506.83747
YOUNG MEN'S LEADERSHIP ACADEMY,0.56,12144.52396
YOUNG EL,0.23,11263.58195
YORKTOWN EL,0.24,8830.547548
YOAKUM INT,0.46,12762.28407
YEAGER EL,0.45,10449.85537
WRIGHT EL,0.35,9712.209757
WORTHAM OAKS EL,0.67,11431.34954
WORTHAM EL,0.41,7580.907891
WORLD LANGUAGES INSTITUTE,0.54,12453.12838
WOODVILLE MIDDLE,0.32,11525.24845
WOODVILLE INT,0.34,11336.36265
WOODSBORO EL,0.41,12886.26777
WOODLAWN EL,0.49,10738.98706
WOODCREST EL,0.56,9562.093861
WOLFFARTH EL,0.43,9026.30216
WOLFE CITY H S,0.61,11196.86558
WOLFE CITY EL,0.57,9704.364487
WODEN H S,0.67,11330.59037
WODEN EL,0.56,8856.651905
WINTERS EL,0.43,12345.41217
WINONA MIDDLE,0.25,10512.11412
WILSON EL,0.37,8844.323964
WILLIAMS EL,0.36,11998.54713
WILLIAMS EL,0.38,9392.38302
WILLIAM G GRAVITT J H,0.42,9449.545003
WILLIAM B MILLER EL,0.47,12988.8924
WILEMON STEAM ACADEMY,0.54,8782.125023
WILD PEACH EL,0.33,9685.492876
WIELAND EL,0.48,12126.41654
WHITNEY MIDDLE,0.44,10295.64031
WHITNEY INT,0.34,9391.594773
WHITEWRIGHT H S,0.61,10162.73148
WHITEWRIGHT EL,0.4,9098.296351
WHITESBORO MIDDLE,0.56,8975.801719
WHITESBORO INTERMEDIATE,0.45,7814.48375
WHITE OAK MIDDLE,0.48,8206.859455
WHITE OAK INT,0.51,8318.361057
WHITE DEER EL,0.51,9561.704221
WHEELOCK EL,0.4,9721.415386
WHARTON J H,0.36,11898.83757
WESTWOOD J H,0.35,10554.33368
WEST TEXAS EL,0.46,9639.463571
WEST SABINE H S,0.41,11709.51736
WEST SABINE EL,0.43,9030.655858
WEST RUSK MIDDLE,0.36,9174.678997
WEST RUSK INT,0.41,10498.33292
WEST RUSK H S,0.58,9919.650867
WEST MIDDLE,0.4,8704.119423
WEST HARDIN H S,0.4,12655.39015
WEST HARDIN EL,0.32,9245.538415
WEST AVENUE EL,0.27,11789.43282
WEST AVENUE EL,0.23,11505.28551
WESLEY EL,0.21,12048.61891
WELLMAN-UNION SCHOOL,0.48,10152.96716
WELLINGTON EL,0.37,9543.382186
WEIMAR H S,0.66,11793.16386
WEIMAR EL,0.4,9837.298193
WEBB PRI CENTER,0.28,11392.83453
WAXAHACHIE GLOBAL H S,0.88,9884.731554
WATSON J H,0.32,10693.4603
WASKOM MIDDLE,0.46,11737.06312
WASKOM H S,0.47,12850.0076
WASKOM EL,0.4,9356.520196
WASHINGTON HEIGHTS EL,0.42,10696.79604
WASHINGTON EL,0.3,9161.347128
WARREN J H,0.42,9122.631036
WARREN H S,0.49,12041.17593
WALNUT SPRINGS EL,0.65,9092.05239
WALNUT HILL EL,0.56,11020.71285
WALL MIDDLE,0.72,11803.30169
WALL H S,0.82,12510.06734
WALKER J H,0.34,8472.378262
WAKEFIELD EL,0.29,10827.90621
WAGGONER CREEK EL,0.4,9456.61417
WAELDER SCHOOL,0.26,11585.07256
W V SWINBURN EL,0.22,10332.37099
W T FRANCISCO EL,0.42,10067.72431
W R HATFIELD EL,0.56,11273.96315
W A KIEBERGER EL,0.39,9978.137566
VILLAREAL EL,0.6,9737.692968
VICTORY EARLY COLLEGE H S,0.81,8767.487378
VICTORIA HEIGHTS EL,0.48,10600.96094
VAN J H,0.47,9326.128746
VAN INT,0.36,8032.155066
VAN BUREN EL,0.6,9606.29587
VALLEY VIEW SOUTH EL,0.66,11434.59377
VALLEY VIEW MIDDLE,0.39,7980.183865
VALLEY VIEW H S,0.46,12029.09228
VALLEY VIEW EL,0.38,8166.399486
VALLEY VIEW 5TH GRADE CAMPUS,0.68,11859.47589
VALLEY SCHOOL,0.57,10168.41364
VALLEY MILLS EL,0.5,9190.69102
VALLEY HI EL,0.47,12114.40007
UTOPIA SCHOOL,0.47,11412.17355
UPLIFT LEE,0.47,7177.431602
TYLER ISD EARLY COLLEGE H S,0.9,7349.70636
TULIA J H,0.36,11841.40258
TROUP MIDDLE,0.52,9500.081711
TROUP H S,0.73,11648.73067
TRINITY J H,0.24,9797.25
TRINITY H S,0.36,10758.59833
TRENTON EL,0.48,9517.934167
TRAVIS PRI,0.32,8062.319956
TRAVIS EL,0.34,10069.3609
TRAVIS EL,0.33,11085.3996
TRAVIS EL,0.59,9960.246601
TRAVIS EL,0.4,8703.941062
TRAVIS EL,0.52,11021.82508
TRAVIS EARLY COLLEGE H S,0.94,10409.18325
TRAVIS 6TH GRADE CAMPUS,0.51,7939.172428
TORNILLO JH,0.31,11600.97276
TORNILLO INT,0.3,12042.32447
TORNILLO H S,0.32,12917.69508
TOOL EL,0.76,10031.90405
TOMBALL STAR ACADEMY,0.9,8138.594681
TOM BEAN EL,0.61,8101.085967
TOLAR H S,0.72,11152.60692
TOLAR EL,0.56,7291.633074
TIJERINA EL,0.49,10575.53872
TIDEHAVEN INT,0.46,9745.111509
TIDEHAVEN H S,0.56,12798.8093
THREE RIVERS EL,0.4,12255.64999
THRALL MIDDLE,0.59,9972.538352
THRALL H S,0.73,11033.48492
THRALL EL,0.46,9227.997257
THORNDALE H S,0.55,11985.74436
THORNDALE EL,0.32,10387.15329
TEXAS ACADEMY OF BIOMEDICAL,0.86,10887.06405
TERRELL EL,0.45,10308.17733
TERRACE EL,0.34,11446.90656
TEAGUE J H,0.43,9906.154714
TEAGUE H S,0.73,12015.69419
TATUM MIDDLE,0.52,10066.37252
TATUM EL,0.61,9782.75392
TARRANT CO COLLEGE SOUTH/FORT WORT,0.78,8837.746037
TARKINGTON INT,0.47,8928.192096
TAHOKA EL,0.47,11411.06902
T G TERRY EL,0.44,10330.9392
SWEETWATER INT,0.38,10665.86519
SUNSET EL,0.25,8695.432255
SUNRISE EL,0.42,10329.66321
SUNRISE - MCMILLAN EL,0.19,11589.22788
SUNRAY EL,0.47,10353.3481
SUNDOWN LANE EL,0.55,8882.787703
SULPHUR BLUFF ISD,0.49,11240.27386
SULLIVAN EL,0.44,11057.24674
SUDIE L WILLIAMS TALENTED AND GIFT,0.9,12229.63528
SUDAN EL,0.49,10077.70235
SUCCESS H S,0.15,12396.17788
STOCKDALE H S,0.66,12629.10725
STOCKDALE EL,0.47,8537.839219
STEWARTS CREEK EL,0.32,10856.36831
STEWART EL,0.35,11122.75059
STERLING H FLY JR H S,0.34,10670.81901
STANTON MIDDLE,0.33,11994.39798
STAFFORD EL,0.34,10526.44377
ST PHILIP'S COLLEGE EARLY COLLEGE,0.65,9434.670356
ST ELMO EL,0.38,11479.44211
SPRINGTOWN RENO EL,0.36,10156.63372
SPRINGRIDGE EL,0.55,10242.76511
SPRINGLAKE-EARTH ELEM/MIDDLE SCHOO,0.3,12469.83603
SPRING VALLEY EL,0.39,10832.46204
SPRING LAKE PARK EL,0.3,8981.584511
SPRING CREEK EL,0.79,10023.24594
SPICEWOOD EL,0.59,10583.83474
SPEEGLEVILLE EL,0.42,8780.920229
SPEARMAN H S,0.63,12090.11339
SOUTHSIDE EL,0.36,10435.96745
SOUTHMOST EL,0.61,10860.13068
SOUTH WARD EL,0.39,11233.30127
SOUTH EL,0.46,10702.42965
SOUTH EL,0.34,9637.44837
SOUTH EL,0.35,7945.764669
SOUTH EARLY COLLEGE H S,0.73,8594.451372
SONORA EL,0.49,10320.87566
SOMERVILLE EL,0.27,8642.94733
SOLOMON P ORTIZ INT,0.36,12383.44055
SNOW HEIGHTS EL,0.56,9463.28296
SNOOK EL,0.46,10750.05785
SMYER H S,0.38,11513.33122
SMYER EL,0.39,9405.054315
SMITHVILLE EL,0.41,9593.587067
SLOCUM PK - 8,0.54,8704.698365
SLIDELL SCHOOLS,0.47,11658.65556
SLATON J H,0.38,12249.34864
SKIDMORE-TYNAN H S,0.56,11966.36071
SKIDMORE-TYNAN EL,0.44,8610.005126
SKAGGS EL,0.87,10461.79604
SHOREHAVEN EL,0.34,11806.00937
SHINER H S,0.72,11132.00045
SHINER EL,0.63,8067.492653
SHEPPARD AFB EL,0.64,8318.72103
SHARYLAND ADVANCED ACADEMIC ACADEM,0.86,6022.18566
SHALLOWATER INT,0.5,9829.547135
SEYMOUR EL,0.53,9221.227751
SEMINARY HILLS PARK EL,0.21,11951.65857
SEELE EL,0.69,9041.434434
SECO MINES ELEMENTARY,0.46,10883.67998
SEADRIFT SCHOOL,0.45,10594.16824
SCURRY-ROSSER H S,0.57,12282.02419
SCURRY-ROSSER EL,0.45,8658.682152
SCHUSTER EL,0.29,10088.64846
SCHULENBURG SECONDARY,0.44,12765.52848
SCHULENBURG EL,0.36,11298.70297
SCHOOL FOR THE TALENTED AND GIFTED,1,8431.807353
SCHOOL FOR THE TALENTED & GIFTED I,0.86,11471.32061
SCHANEN ESTATES EL,0.41,10059.44151
SARAH ZUMWALT MIDDLE,0.27,11015.85334
SANTO H S,0.48,11825.29493
SANTO EL,0.55,10343.66622
SANTA RITA EL,0.64,7656.304493
SANTA GERTRUDIS ACADEMY H S,0.79,11496.40129
SANTA FE EL,0.25,11106.16268
SANGER SIXTH GRADE CAMPUS,0.53,11878.51824
SANFORD-FRITCH H S,0.49,12579.83317
SANFORD-FRITCH EL,0.37,9572.330173
SANCHEZ EL,0.34,11517.81118
SAN SABA MIDDLE,0.47,9447.071151
SAN SABA EL,0.33,8745.124116
SAN JACINTO EL,0.3,10024.51132
SAN AUGUSTINE H S,0.27,12623.35937
SAN AUGUSTINE EL,0.19,11632.05477
SAM RAYBURN EL,0.49,8611.185928
SAM HOUSTON EL,0.56,9587.315606
SAM HOUSTON EL,0.56,8577.490582
SALINAS EL,0.56,11107.86412
SALAZAR EL,0.15,9272.758172
SAIGLING EL,0.68,10446.08903
SAGINAW EL,0.45,11003.45909
SABINE MIDDLE,0.56,9263.071238
S F AUSTIN EL,0.39,9759.863032
S AND S CONS MIDDLE,0.44,10506.32034
S AND S CONS H S,0.59,12817.18974
RUSSELL P SCHUPMANN EL,0.48,9529.732341
RUSK INT,0.42,8963.725067
RUSK EL,0.44,10815.28931
RUSK EL,0.4,11810.66803
RUSH EL,0.52,9303.642461
RUNN EL,0.37,11202.43228
RUGEL EL,0.35,10213.57359
RUFINO MENDOZA SR EL,0.21,10140.86107
RRISD EARLY COLLEGE H S,0.87,7923.940996
ROSS EL,0.25,10186.83381
ROSENDO BENAVIDES EL,0.43,12200.15522
ROSEMEADE EL,0.66,9824.122666
ROSEBUD PRI,0.32,9194.853851
ROSCOE EL,0.4,8989.715375
ROOSEVELT J H,0.38,9824.544925
ROOSEVELT H S,0.49,12291.87159
ROGERS MIDDLE,0.54,9510.98079
ROGERS H S,0.66,10481.29618
ROGERS EL,0.44,8675.484816
ROGER Q MILLS EL,0.25,11967.04834
ROCKSPRINGS K-12,0.28,12028.58416
ROCKDALE J H,0.38,9860.107849
ROCKDALE INT,0.42,9945.826369
ROBY EL,0.35,8855.70445
ROBINSON J H,0.46,10229.77161
ROBINSON EL,0.5,8203.737382
ROBERTS EL,0.16,10111.21861
ROBERTS EL,0.49,12152.03801
ROBERT E LEE ELEMENTARY,0.36,10157.70352
RIVERSIDE APPLIED LRN CTR,0.41,10702.06633
RIVERCREST H S,0.61,12194.66409
RIVERCREST EL,0.49,8856.609367
RIVERA EL,0.48,12328.65167
RIVER ROAD MIDDLE,0.44,9152.10225
RIVER ROAD H S,0.52,12048.24541
RIO VISTA EL,0.44,9665.771906
RIESEL SCHOOL,0.47,9375.893989
RIDGETOP EL,0.54,9845.629874
RICHLAND EL,0.48,11543.54381
RICE JH,0.38,10084.24589
RICE H S,0.4,12592.02248
RICARDO MIDDLE,0.64,10675.51401
RESACA EL,0.46,10315.0008
REILLY EL,0.57,12834.39901
REDWATER MIDDLE,0.44,6857.530122
REDWATER EL,0.47,7310.796091
RED LICK EL,0.75,8537.324902
REAGAN EL,0.25,9388.122021
REAGAN EL,0.32,10487.72583
RAYMOND MAYS MIDDLE,0.52,8504.660202
RAYBURN H S,0.57,10685.82751
RATHER L H,0.33,12440.95629
RANGERVILLE EL,0.43,11732.15189
RANDOLPH MIDDLE,0.66,10797.7229
RANCHO ISABELLA EL,0.47,9310.428405
RAMONA EL,0.71,12811.03867
RALLS EL,0.2,10947.37189
RAINWATER EL,0.6,10618.72157
RAINS J H,0.39,8664.666373
R L THORNTON EL,0.35,11430.6081
QUITMAN J H,0.46,10237.08689
QUEEN CITY H S,0.56,11406.51254
PUGH EL,0.44,10173.78753
PUCKETT EL,0.62,8162.10392
PROVIDENT HEIGHTS EL,0.37,11871.08989
PROJECT CHRYSALIS MIDDLE,0.78,7393.745097
PROGRESO EL WEST,0.41,10113.27484
PRITCHARD J H,0.62,9332.939653
PRICE EL,0.37,9395.421316
PRESA EL,0.52,11916.78114
PRAIRILAND J H,0.47,7607.658573
PRAIRILAND H S,0.5,10551.82736
PRAIRIE LEA SCHOOL,0.2,11496.30556
PRAIRIE CREEK EL,0.86,8800.569904
POTEET J H,0.32,8392.010218
POTEET INT,0.39,8316.501951
PORT NECHES EL,0.56,8607.158356
PORT HOUSTON EL,0.32,10455.7866
POOLVILLE EL,0.37,9454.933182
PONDER J H,0.49,8638.57754
PLEASANTVILLE EL,0.44,11353.67698
PLEASANT VALLEY EL,0.38,10083.17553
PLAINS EL,0.17,11591.24965
PITTSBURG J H,0.54,9531.28732
PITTSBURG INT,0.73,7156.493529
PILOT POINT SELZ MIDDLE,0.43,10798.27713
PILOT POINT INT,0.38,9047.796489
