Campname,Outcomes Dropdown,Total PPE
PETROLIA EL,0.41,9929.862709
PETERSBURG SCHOOL,0.5,12119.61433
PETE GALLEGO ELEMENTARY,0.45,9941.540778
PEETE EL,0.28,10517.55159
PECAN SPRINGS EL,0.34,11801.0346
PEASE EL,0.56,10809.13956
PAWNEE EL / J H,0.46,12972.16981
PATHWAYS ACADEMIC CAMPUS,0.19,9543.480068
PARNELL EL,0.27,10531.64411
PARK CREST EL,0.43,11280.40162
PARAMOUNT TERRACE EL,0.43,9738.433722
PARADISE MIDDLE,0.5,8105.251049
PARADISE H S,0.69,10503.18525
PARADISE EL,0.55,8576.679815
PANHANDLE EL,0.59,9289.839539
PALMER MIDDLE,0.55,9090.34232
PALMER H S,0.65,12606.41403
PALACIOS J H,0.42,11706.62309
OZONA EL,0.28,10731.70723
OVERTON EL,0.31,9227.025847
OVERTON EL,0.35,9789.97591
ORTEGA EL,0.43,12850.97349
ORE CITY MIDDLE,0.32,9117.946926
ORANGE GROVE INT,0.56,8808.572521
ORANGE GROVE EL,0.59,9928.567186
OLNEY EL,0.5,11224.47569
ODESSA CAREER AND TECHNICAL EARLY,0.69,8001.858633
ODEM J H,0.51,10249.93593
ODEM H S,0.51,11989.98157
OATES EL,0.32,10524.51247
OAK SPRINGS EL,0.28,12709.83623
O'CONNOR EL,0.26,9580.880434
O'BRYANT INT,0.44,9169.56675
O H HERMAN MIDDLE,0.44,12830.74983
NORTHWEST EARLY COLLEGE H S (NWECH,0.9,10088.56855
NORTHSIDE SCHOOL,0.5,10098.66667
NORTHSIDE EL,0.24,11093.59833
NORTHSIDE EL,0.46,10120.57158
NORTH ZULCH ELEMENTARY/SECONDARY,0.54,11550.48225
NORTH RIVERSIDE EL,0.39,11255.37621
NORTH HOPKINS H S,0.52,11491.09391
NORTH HOPKINS EL,0.38,9581.717314
NORTH EL,0.28,9264.093212
NORTH EL,0.4,10484.01757
NORTH EL,0.32,8976.776421
NORMANGEE H S,0.55,10401.99321
NORMANGEE EL,0.46,8394.554659
NORMA KRUEGER EL/BERT KARRER CAMPU,0.47,8907.71644
NOCONA H S,0.65,11880.36035
NOCONA EL,0.4,10559.84007
NIXON-SMILEY MIDDLE,0.45,12905.95266
NEWTON MIDDLE,0.42,12450.46992
NEWCASTLE SCHOOL,0.53,11383.91707
NEW WAVERLY J H,0.49,10089.34045
NEW WAVERLY H S,0.51,12491.91613
NEW WAVERLY EL,0.59,8930.350269
NEW TECH H S AT COPPELL,0.84,12083.44978
NEW DIANA MIDDLE,0.41,8339.395018
NEW DIANA H S,0.59,10964.30605
NEW DEAL MIDDLE,0.39,8202.731195
NEW DEAL EL,0.39,9547.156902
NETTIE MARSHALL ACADEMY OF DUAL LA,0.4,9383.141235
NED E WILLIAMS EL,0.56,10148.10271
NECHES EL,0.46,9256.715678
NEAL EL,0.45,10946.0491
NAZARETH SCHOOL,0.76,9807.837945
NAVARRO J H,0.6,8356.372999
NAVARRO EL,0.44,10668.7443
NATALIA J H,0.31,10326.43232
NATALIA H S,0.38,12452.70616
NATALIA EL,0.25,10055.37867
NANCY SMITH EL,0.39,9317.462169
MURIEL FORBES ACADEMY,0.37,12132.41169
MUNDAY EL,0.36,10634.51929
MUMFORD H S,0.72,6478.642199
MUMFORD EL,0.69,7594.164441
MUENSTER EL,0.72,10782.62167
MT ENTERPRISE H S,0.44,10938.59697
MOUNTAINVIEW EL,0.27,10594.2791
MOUNT CARMEL ACADEMY,0.64,9435.042883
MOTLEY EL,0.54,10263.02424
MOSS EL,0.42,9730.300586
MORRIS UPCHURCH MIDDLE,0.45,8938.127427
MORNINGSIDE EL,0.58,10673.87269
MOODY MIDDLE,0.27,10898.00828
MOODY EL,0.36,9543.437295
MONTGOMERY EL,0.57,10601.07472
MONTCLAIR EL,0.37,11309.31065
MITCHELL EL,0.35,10414.94818
MITCHELL EL,0.28,9778.54466
MISSION VALLEY EL,0.5,8559.003393
MINEOLA MIDDLE,0.47,11037.87299
MINEOLA EL,0.33,9710.082083
MILLSAP MIDDLE,0.52,9505.872564
MILLSAP H S,0.49,12497.25358
MILLER HEIGHTS EL,0.39,10343.72662
MILLER GROVE SCHOOL,0.48,9806.035928
MILLER EL,0.67,10295.85447
MILFORD SCHOOL,0.25,11820.73962
MILES EL,0.69,9424.588776
MILDRED EL,0.52,7870.609889
MIAMI SCHOOL,0.47,12929.72603
METZ EL,0.32,12760.72371
MERKEL MIDDLE,0.34,9904.921055
MERKEL H S,0.49,12203.79858
MENGER EL,0.4,11883.27631
MENARD ELEMENTARY/JH,0.35,11588.61347
MEMORIAL INT,0.22,9340.345044
MEMORIAL EL,0.4,8347.93533
MEMORIAL EL,0.55,10766.72524
MEMORIAL EARLY COLLEGE H S WITH ST,0.87,8753.460333
MEDINA SCHOOL,0.43,12860.34641
MEADOW SCHOOL,0.3,11892.63322
MCQUEENEY EL,0.45,9120.595799
MCLEAN SCHOOL,0.52,10719.63136
MCGREGOR H S,0.6,12893.47293
MCGILL EL,0.4,8696.941632
MCDADE EL,0.49,9546.694252
MCCAMEY PRI,0.29,10310.66023
MCANDREW EL,0.77,9321.782728
MAYPEARL MIDDLE,0.4,8384.153697
MAYPEARL H S,0.56,9552.550773
MAURICEVILLE MIDDLE,0.34,11596.35776
MAURICE L WOLFE EL,0.4,12681.01633
MAUDRIE WALTON EL,0.27,12919.62012
MATHIS MIDDLE,0.38,9701.388195
MATHIS INT,0.47,11777.94968
MASON J H,0.55,10597.02101
MASON EL,0.52,9265.279073
MARY DESHAZO EL,0.28,10212.62298
MARY ALLEN EL,0.39,9703.320842
MARVIN EL,0.45,10768.87098
MARTINS MILL EL,0.52,7478.65273
MART EL,0.43,10218.14499
MARKHAM EL,0.55,9620.627237
MARK TWAIN LEADERSHIP VANGUARD,0.27,12714.58874
MARK TWAIN DUAL LANGUAGE ACADEMY,0.68,12389.20288
MARION MIDDLE,0.55,8979.450243
MARINE CREEK COLLEGIATE H S,0.77,7429.341683
MARIAN MANOR EL,0.46,11629.14398
MARFA SCHOOLS,0.45,12486.71976
MANOR EL,0.31,11306.25783
MALTA EL,0.68,6381.554585
MALAKOFF MIDDLE,0.54,10340.11224
MAEDGEN EL,0.52,9475.887206
LYTLE J H,0.29,8893.428999
LYNDON B JOHNSON H S,0.58,12620.32925
LYNDON B JOHNSON EL,0.51,10081.64348
LYFORD MIDDLE,0.37,12202.55198
LUNA EL,0.6,12160.19453
LUCY REDE FRANCO MIDDLE,0.4,12425.75748
LUBBOCK-COOPER EAST EL,0.32,10120.44575
LOVELADY J H H S,0.6,11406.56187
LOVELADY EL,0.51,9803.200915
LOVE EL,0.34,9545.321835
LOUISE EL,0.39,10732.14595
LOTSPEICH EL,0.38,11528.21386
LOS ENCINOS SES,0.46,10469.75726
LORENA MIDDLE,0.58,8923.756749
LOOSCAN EL,0.32,10896.63787
LONGORIA EL,0.56,10967.40293
LONE OAK MIDDLE,0.5,10242.2593
LONDON MIDDLE,0.65,7157.881588
LONDON H S,0.83,10587.03995
LOCKNEY EL,0.3,10985.17143
LLANO EL,0.48,10464.49812
LITTLEFIELD J H,0.41,11109.80605
LITTLEFIELD H S,0.43,10921.37984
LITTLEFIELD EL,0.41,8555.796032
LITTLE CYPRESS INT,0.46,9982.774967
LIPAN EL,0.47,8429.6285
LINGLEVILLE SCHOOL,0.49,10696.55556
LINDSAY H S,0.75,10647.02904
LINDSAY EL,0.67,8528.043172
LINDEN-KILDARE H S,0.63,12270.20682
LINDEN EL,0.38,9615.349533
LINCOLN J H,0.31,9536.079137
LILLION E LUEHRS J H,0.52,9444.403306
LILLIAN EL,0.47,10559.88885
LIBERTY HILL EL,0.53,11200.31903
LIBERTY H S,0.23,10252.37959
LIBBY EL,0.45,9319.146106
LEXINGTON MIDDLE,0.45,10019.50748
LEXINGTON H S,0.64,11872.54125
LEONARD J H,0.39,9613.510314
LEONARD H S,0.45,12246.13366
LEONARD EL,0.42,9247.044633
LEON TAYLOR J H,0.55,10801.82014
LEON HEIGHTS EL,0.47,9417.657838
LEON EL,0.55,11099.43684
LEE EL,0.49,10717.41454
LEE EL,0.44,10492.77359
LEAKEY SCHOOL,0.45,12380.24221
LAWRENCE EL,0.46,11327.25284
LAWNDALE EL,0.44,8838.66623
LAWN EL,0.66,9790.598258
LATEXO H S,0.52,12152.823
LATEXO EL,0.43,8767.784194
LAS YESCAS EL,0.49,10304.40579
LAPOYNOR EL,0.44,8224.473294
LANDRY EL,0.3,11741.59868
LANDERGIN EL,0.4,10335.55526
LAMAR PRI,0.35,8255.333839
LAMAR EL,0.35,12701.27221
LAMAR EL,0.53,9141.420288
LAMAR EL,0.72,11075.87864
LAMAR EL,0.58,9569.528012
LAMAR EL,0.33,8933.428807
LAKEVIEW EL,0.65,8606.608966
LAKERIDGE EL,0.41,11558.71275
LAGOS EL,0.5,10623.92285
LAGO VISTA MIDDLE,0.52,8417.456206
LAGO VISTA INT,0.59,9415.501614
LAGO VISTA EL,0.61,9959.127928
LA UNION EL,0.43,12126.93317
LA PRYOR EL,0.36,10926.27522
LA GRANGE MIDDLE,0.48,11304.45519
KOUNTZE INT,0.44,9110.105981
KOUNTZE H S,0.46,11891.79714
KOUNTZE EL,0.36,8028.096616
KOPPERL SCHOOL,0.27,12006.43781
KLEBERG EL,0.19,9603.66281
KIRKSEY EL,0.58,8972.081291
KIRKPATRICK EL,0.33,9664.552493
KIRBYVILLE J H,0.47,9780.018144
KIRBYVILLE H S,0.55,10959.17079
KINDRED EL,0.27,10667.97299
KERMIT H S,0.23,12720.16212
KENEDY EL,0.4,11569.6
KEMP J H,0.37,9250.157356
KEMP INT,0.37,9004.523273
KELLEY EL,0.38,10316.83993
KEENE J H,0.45,10832.35445
KEENE H S,0.51,11014.37176
KATHLYN JOY GILLIAM COLLEGIATE ACA,0.86,9209.996395
KATHERINE G JOHNSON STEM ACADEMY,0.53,7628.352963
KASHMERE GARDENS EL,0.33,10288.51398
KARNES CITY J H,0.39,12923.78451
JUNCTION EL,0.35,9421.691211
JUDGE OSCAR DE LA FUENTE EL,0.47,12461.2023
JOURDANTON J H,0.48,9423.414016
JOSE BERNABE MUNOZ EL,0.33,12853.59157
JONESBORO SCHOOL,0.4,8817.634969
JONES FUTURES ACADEMY,0.65,11105.51317
JONES ELEMENTARY/INTERMEDIATE SCHO,0.41,11144.47386
JONES EL,0.29,9033.302099
JONES EL,0.23,10096.03276
JOHNNY N ALLEN-6TH GRADE CAMPUS,0.3,10330.6399
JOHN W CARPENTER EL,0.25,12399.56569
JOHN NEELY BRYAN EL,0.35,10559.91704
JOHN H REAGAN EL,0.46,11561.25804
JOHN F PEELER EL,0.39,11536.76338
JOHN AND NELDA PARTIN EL,0.56,8921.331564
JOHN AND LYNN BRAWNER INT,0.39,8889.599171
JOHANNA ODONNELL INT,0.47,10830.82281
JOAQUIN EL,0.52,10359.25039
JIMMY CARTER EARLY COLLEGE H S,0.83,11631.39717
JIM NED MIDDLE,0.58,8749.459198
JIM NED H S,0.62,12387.65475
JILL STONE EL AT VICKERY MEADOW,0.41,10470.54716
JEFFERSON J H,0.33,9226.241753
JEFFERSON H S,0.53,11108.32854
JEFFERSON EL,0.48,10883.02127
JEFFERSON EL,0.29,12161.06484
JEFFERSON EL,0.25,8969.810055
JEFFERSON AVE EL,0.3,9935.188119
JEFFERIES J H,0.32,9082.561518
JC KELLY EL,0.7,10448.35593
JAMES S HOGG EL,0.55,12726.75593
JAMES L MASTERS,0.41,9789.391019
JAMES BOWIE EL,0.51,9327.856811
JACKSON EL,0.24,10554.20304
JACKSBORO MIDDLE,0.44,10692.85401
J W HOLLOWAY SIXTH GRADE SCHOOL,0.58,7966.210158
J W CACERES EL,0.34,10046.39941
J P STARKS EL,0.55,10175.13709
J B STEPHENS EL,0.4,9396.294936
ITASCA EL,0.33,10000.97317
ISBILL J H,0.39,10966.19811
ISAACS EL,0.24,9811.222566
IRVIN EL,0.54,9620.041506
IRA SCHOOL,0.68,10072.22472
IOLA H S,0.66,10433.54339
IOLA EL,0.51,7425.098445
INTERNATIONAL H S,0.3,11679.20298
INSPIRED FOR EXCELLENCE ACADEMY IN,0.1,9814.179136
INNOVATION DESIGN ENTREPRENEURSHIP,0.46,11574.17191
INGRAM MIDDLE,0.43,7897.053186
INFINITY EARLY COLLEGE H S,0.79,10122.8905
INDUSTRIAL J H,0.63,9395.911624
INDUSTRIAL EL WEST,0.65,9378.33646
INDUSTRIAL EL EAST,0.53,9690.200874
IGNACIO ZARAGOZA EL,0.42,11666.48682
IDALOU MIDDLE,0.55,8064.682961
IDALOU H S,0.74,12731.70799
IAGO J H,0.45,9103.398357
HUPPERTZ EL,0.21,11664.55464
HUNTINGTON MIDDLE,0.5,9078.037976
HUNTINGTON INT,0.44,10029.97895
HUNT SCHOOL,0.52,10506.18627
HULL-DAISETTA EL,0.24,12056.3209
HUGHSTON EL,0.68,10769.86212
HUGHES SPRINGS J H,0.45,9878.060721
HUGHES SPRINGS H S,0.72,11920.29221
HUDDLESTON INT,0.53,8382.435697
HUCKABAY SCHOOL,0.59,9271.652542
HUBBARD H S,0.39,11204.40249
HUBBARD EL,0.35,8973.25417
HP WEBB EL,0.4,10943.29686
HOWE MIDDLE,0.51,9032.930353
HOWE H S,0.55,10234.6602
HOUSTON EL,0.39,8842.558143
HOUSTON EL,0.38,11456.39512
HOOKS J H,0.46,11191.57613
HOOKS H S,0.58,12253.53312
HOOKS EL,0.58,9822.477858
HONEY GROVE H S,0.59,10587.05946
HONEY GROVE EL,0.44,9109.674651
HOLLIDAY MIDDLE,0.67,7383.547314
HOLLIDAY H S,0.76,10722.65237
HOLIMAN EL,0.3,7554.074908
HOGG MIDDLE,0.22,11026.37307
HODGES EL,0.33,10619.6557
HILLCREST EL,0.3,8604.788965
HILLCREST EL,0.44,8406.099996
HIGHLAND VILLAGE EL,0.63,9946.303738
HIGHLAND PARK MIDDLE,0.45,7971.889099
HIGHLAND PARK H S,0.6,12386.18792
HIGHLAND PARK EL,0.31,8627.423614
HIDDEN LAKES EL,0.78,10888.18766
HIDALGO PARK EL,0.65,10556.06764
HIDALGO EL,0.64,11313.66514
HICO H S,0.53,11546.35645
HICO EL,0.58,9147.366231
HETTIE HALSTEAD EL,0.4,9317.572113
HERMLEIGH SCHOOL,0.28,11482.76639
HERFURTH EL,0.46,11103.08633
HEREFORD PREPARATORY ACADEMY,0.39,8848.091083
HENDERSON N EL,0.3,10175.70962
HEMPSTEAD MIDDLE,0.25,11168.42942
HEMPHILL MIDDLE,0.37,11255.01987
HEMPHILL H S,0.5,12936.29847
HEMPHILL EL,0.35,11217.34518
HEMPHILL EL,0.32,11048.03815
HAYNES EL,0.32,8830.909064
HAWLEY H S,0.53,12890.62878
HAWLEY EL,0.36,8385.108513
HAWKINS H S / MIDDLE,0.48,12540.8114
HAWKINS EL,0.65,11769.80807
HAWKINS EL,0.56,8870.825578
HASKELL EL,0.43,11036.65246
HARTLEY SCHOOL,0.55,11898.15695
HARREL EL,0.3,9629.420614
HARPER EL,0.56,10260.10814
HAROLD T BRANCH ACADEMY FOR CAREER,0.72,7701.667769
HARMONY J H,0.41,8072.778689
HARMONY H S,0.61,10922.72622
HARMONY EL,0.46,8018.325549
HARLETON H S,0.66,12377.35226
HARLETON EL,0.61,9311.615114
HARLANDALE ISD STEM ECHS-ALAMO COL,0.68,8445.673081
HARGILL EL,0.53,9971.563057
HARDIN J H,0.37,9175.477806
HARDIN H S,0.56,12451.81778
HAMSHIRE-FANNETT MIDDLE,0.47,9381.183839
HAMLIN EL,0.34,9095.512113
HAMLET EL,0.25,10364.78865
HALLIE RANDALL EL,0.33,9989.402614
HALLETTSVILLE J H,0.48,8883.094736
HALLETTSVILLE H S,0.68,11420.99535
H S AHEAD ACADEMY,0.07,11979.82136
H G TEMPLE INT,0.38,8691.342873
GUZMAN EL,0.36,9420.335686
GROVETON EL,0.51,11042.88945
GROESBECK MIDDLE,0.38,9541.209874
GREENWAYS INT,0.69,7975.450584
GRAPEVINE-COLLEYVILLE COLLEGIATE A,0.64,6079.429448
GRAPELAND EL,0.29,7886.300974
GRAPE CREEK MIDDLE,0.32,9269.489944
GRAPE CREEK INT,0.3,8658.193922
GRAPE CREEK H S,0.5,11522.43925
GRANDVIEW J H,0.54,9650.190965
GRANDVIEW H S,0.76,10445.56056
GRAND SALINE MIDDLE,0.37,9753.228222
GRAND SALINE INT,0.37,9242.898857
GRAND SALINE H S,0.53,12003.36347
GRAND PRAIRIE COLLEGIATE INSTITUTE,0.85,10596.6841
GOVALLE EL,0.26,12283.67522
GONZALES EL,0.34,9148.828747
GOLIAD EL,0.28,9480.936221
GODLEY MIDDLE,0.39,12995.15174
GLEN ROSE INT,0.61,11611.43756
GLADEWATER MIDDLE,0.36,9194.220863
GILMER INT,0.43,8426.537971
GILBERT GERDES J H,0.25,10540.98989
GIDDINGS INT,0.37,9931.99285
GHOLSON SCHOOL,0.38,10159.284
GEORGE WEST PRI,0.79,8035.083337
GEORGE WEST H S,0.66,12154.32796
GEORGE WEST EL,0.51,8983.764025
GEORGE E KELLY EL,0.35,12670.64696
GENE HOWE EL,0.47,8115.282637
GARZA EL,0.48,10765.08142
GARRISON EL,0.44,11050.37859
GARNER EL,0.51,10446.32338
GANADO EL,0.47,9661.094955
GALLEGOS EL,0.3,10895.84512
FT DAVIS SCHOOL,0.4,12949.72368
FROST H S,0.44,10765.33774
FROST EL,0.38,9721.561363
FROST EL,0.3,11181.81657
FRIONA J H,0.46,12162.54078
FRIONA EL,0.41,9942.218695
FREEMAN EL,0.32,11907.36772
FREDONIA EL,0.25,11287.40665
FRED EL,0.38,8544.90681
FRANKSTON EL,0.49,9352.14385
FRANKLIN MIDDLE,0.64,11962.24051
FRANK NEWMAN MIDDLE,0.43,12218.32674
FOSTER EL,0.34,7524.02997
FORT STOCKTON APACHE EL,0.45,10312.06296
FORSAN H S,0.55,11375.09217
FORSAN EL,0.53,9167.225339
FOREST NORTH EL,0.37,10676.23129
FONDREN EL,0.34,11880.99991
FLORENCE MIDDLE,0.36,11551.15101
FLORENCE H S,0.38,12776.15701
FLATONIA SECONDARY,0.71,11345.88149
FLATONIA EL,0.53,9715.238095
FINE ARTS ACADEMY,0.67,8312.600333
FAYETTEVILLE SCHOOLS,0.55,10460.30279
FARWELL EL,0.49,9053.573789
FANNIN EL,0.32,11096.72299
FANNIN EL,0.41,9157.3192
FALFURRIAS J H,0.27,12290.61908
F W GROSS EL,0.23,9917.797284
EVERETTE LEE DEGOLYER EL,0.55,11254.42333
EVANS SES,0.41,10875.95597
EUSTACE MIDDLE,0.47,9037.940873
EUSTACE INT,0.46,8882.84403
EULA EL,0.46,7830.830482
ESPERANZA MEDRANO EL,0.5,11272.21937
EP RAYZOR EL,0.69,10144.82529
ENERGIZED FOR STEM ACADEMY SOUTHWE,0.73,12198.85864
ENERGIZED FOR STEM ACADEMY SOUTHEA,0.19,8830.5128
ENERGIZED FOR STEM ACADEMY SOUTHEA,0.62,9145.466039
ELYSIAN FIELDS MIDDLE,0.5,10432.55605
ELYSIAN FIELDS H S,0.64,10784.95227
ELKINS EL,0.51,10902.42751
ELKHART MIDDLE,0.51,9511.566097
ELKHART INT,0.57,8063.568019
ELKHART H S,0.63,10527.90124
ELIGIO KIKA DE LA GARZA EL,0.51,11658.04136
EL MAGNET AT HAYS,0.58,9638.692576
EFFIE MORRIS EL,0.31,10287.17619
EDWIN F WILLIAMS INT,0.45,9520.815592
EDNA J H,0.45,10133.81243
EDNA H S,0.56,12890.87436
EDGEWOOD MIDDLE,0.55,8795.976103
EDGEWOOD INT,0.55,8508.22504
EDGEWOOD H S,0.63,11817.1006
EDEN CISD,0.4,12997.13027
ECISD FALCON EARLY COLLEGE H S,0.67,9835.095478
EASTLAND MIDDLE,0.58,8088.644863
EASTLAND H S,0.44,10616.25938
EAST SIDE INT,0.5,12580.6694
EAST RIDGE EL,0.43,10121.53535
EAST EL,0.29,9088.274921
EAST EL,0.35,9999.969137
EAST CHAMBERS J H,0.39,10257.3982
EAST CHAMBERS EL,0.54,10392.98258
EAST BERNARD J H,0.63,9640.215933
EAST BERNARD H S,0.74,11603.43101
EAST BERNARD EL,0.53,8957.302126
EARLY MIDDLE,0.52,11078.14222
EARLY H S,0.64,10949.84844
EARLY EL,0.43,9636.842379
EARLY COLLEGE H S AT MIDLAND COLLE,0.83,6921.625659
EARLY COLLEGE H S,0.9,7509.586278
EARLY COLLEGE H S,0.9,7622.355531
EAGLE LAKE INT,0.32,10762.38003
DYER EL,0.36,10593.34231
DUPRE EL,0.32,10188.01326
DUBLIN INT,0.53,11251.8745
DRISCOLL EL & MIDDLE,0.61,12435.85197
DR WRIGHT L LASSITER JR EARLY COLL,0.97,10078.11743
DOWNS EL,0.58,12063.95685
DOWELL EL,0.39,10214.06434
DOUGLASS ACADEMY,0.25,11971.0715
DOROTHY THOMPSON MIDDLE,0.33,12321.20068
DOOLEY EL,0.47,12021.74447
DODD CITY SCHOOL,0.61,8809.469974
DISHMAN EL,0.66,11032.38138
DEWEYVILLE H S,0.42,10745.13056
DEWEYVILLE EL,0.49,8947.763423
DESERT VIEW MIDDLE,0.37,11704.68973
DEQUEEN EL,0.34,12404.25522
DELLVIEW EL,0.44,11644.97638
DELL PICKETT EL,0.45,11701.65293
DEL NORTE HEIGHTS EL,0.57,12161.47477
DEL CASTILLO EL,0.41,10673.65992
DEKALB MIDDLE,0.34,9493.485725
DEKALB EL,0.3,9365.67289
DEEPWOOD EL,0.54,10555.0707
DEANNA DAVENPORT EL,0.39,12043.90605
DE LEON EL,0.58,9996.805436
DAWSON H S,0.41,11301.33893
DAWSON EL,0.37,9507.638069
DAWSON EL,0.44,12775.43497
DAVID G SANCHEZ EL,0.38,9203.655388
DAVID DANIELS EL ACADEMY OF SCIENC,0.3,9732.83897
DARTMOUTH EL,0.5,10455.1549
DANBURY H S,0.53,11290.30952
DANBURY EL,0.51,9019.988069
DALHART INT,0.38,8132.356244
DAINGERFIELD J H,0.35,11049.32932
D'HANIS SCHOOL,0.53,12992.46467
CUSHING SCHOOL,0.5,11598.99002
CUSHING EL,0.52,7964.533246
CUNNINGHAM EL,0.42,10932.90179
CROSS ROADS EL,0.43,10765.9527
CROSBY MIDDLE,0.27,12170.81286
CROCKETT J H,0.22,11587.11137
CROCKETT H S,0.47,12584.31637
CROCKETT EL,0.47,9984.95054
CROCKETT EL,0.25,10714.08802
CROCKETT EL,0.36,9424.982679
CROCKETT EL,0.42,8002.095769
CRAWFORD H S,0.71,11572.72848
CRAWFORD EL,0.7,8235.846368
CRANE H S,0.46,12445.41771
CRAIN EL,0.28,9021.40421
COUNTY LINE EL,0.61,7848.469496
COSTON EL,0.41,11198.53763
CORRIGAN-CAMDEN J H,0.34,11496.09517
CORRIGAN-CAMDEN EL,0.26,12694.25696
CORONADO VILLAGE EL,0.45,10569.50941
CORNERSTONE ACADEMY,0.82,9170.518615
COOPER EL,0.37,8483.362148
COOPER ACADEMY AT NAVARRO,0.17,12070.73145
CONNALLY EL,0.27,9637.066843
COMMERCE MIDDLE,0.3,11081.67005
COMFORT MIDDLE,0.47,10162.55178
COMFORT H S,0.53,12051.09419
COMANCHE H S,0.52,10933.46168
COLUMBUS J H,0.46,9109.273382
COLORADO RIVER COLLEGIATE ACADEMY,0.85,8907.846177
COLMESNEIL EL,0.42,7655.499967
COLLINSVILLE H S,0.52,12394.56593
COLLINSVILLE EL,0.43,9077.096452
COLLEGE ST EL,0.32,11323.92821
COLLEGE HILL EL,0.3,8594.369005
COLEMAN J H,0.33,12534.13326
COLEMAN EL,0.35,10499.56059
COLDSPRING INT,0.26,9356.197061
COAHOMA J H,0.33,9823.181828
COAHOMA H S,0.53,12112.8123
CLYDE J H,0.46,8098.515967
CLYDE INT,0.43,7931.172384
CLINT Q SMITH EL,0.33,9870.947358
CLINT ISD EARLY COLLEGE ACADEMY,0.85,10594.01479
CLIFTON MIDDLE,0.49,8340.241304
CLIFTON H S,0.53,11232.55993
CLEAR SPRING EL,0.23,11237.89355
CLEAR CREEK INT,0.42,10566.00387
CLAUDE EL,0.56,8703.644636
CLARKSTON EL,0.39,8627.431086
CLARENDON EL,0.56,9746.725343
CLARA OLIVER EL,0.36,12964.44042
CISCO J H,0.58,8274.415464
CIELO VISTA EL,0.6,10327.69119
CHRISTOVAL H S,0.6,11567.38369
CHRISTOVAL EL,0.48,8373.943926
CHISUM MIDDLE,0.51,11509.34362
CHIRENO EL,0.44,9302.910968
CHILDRESS J H,0.51,10498.02752
CHILDRESS H S,0.6,11277.14615
CHICO EL,0.52,10513.80154
CHEATHAM EL,0.3,10585.60489
CHARLIE MARSHALL EL,0.42,10790.1863
CHARLES NASH EL,0.31,10818.30675
CHAPEL HILL J H,0.56,9660.031907
CHAPEL HILL H S,0.54,11139.20494
CHANDLER INT,0.37,9304.907679
CENTRAL HEIGHTS MIDDLE,0.5,6408.150167
CENTRAL HEIGHTS H S,0.64,8918.121592
CENTERVILLE EL,0.38,12294.24549
CENTERVILLE EL,0.47,12814.7973
CENTER POINT EL,0.37,10212.88332
CENTER INT,0.39,9916.752524
CELESTE EL,0.39,9464.787358
CEDAR HILL COLLEGIATE H S,0.94,7910.097073
CEDAR HILL COLLEGIATE ACADEMY,0.8,7791.798079
CEDAR CREST EL,0.22,11605.60022
CECIL EVERETT EL,0.51,10592.01917
CATER EL,0.39,8769.683657
CARVER EL ACADEMY,0.54,10006.42035
CARSON EL,0.43,10154.95538
CARROLL EL,0.25,11207.89512
CARRIZO SPRINGS J H,0.36,11230.4772
CAPITOL EL,0.28,9280.940441
CANYON CREEK EL,0.79,11113.02395
CANADIAN MIDDLE,0.69,12289.73768
CAMERON MIDDLE,0.46,8499.82639
CAMERON EL,0.31,12409.56835
CAMERON EL,0.42,7898.820575
CALVERT EL,0.4,10810.90148
CALLISBURG MIDDLE,0.54,10253.08976
CALDWELL MIDDLE,0.45,9835.297306
CACTUS EL,0.33,9571.268703
C T EDDINS EL,0.68,11147.81866
BYNUM SCHOOL,0.4,10937.30244
BURTON EL,0.49,10672.40095
BURLESON EL,0.39,10680.80563
BURGESS EL,0.22,10931.21862
BUNA J H,0.43,11258.65126
BULLARD MS,0.65,9701.682367
BULLARD INT,0.7,7942.779457
BULLARD EL,0.54,8376.489582
BUFFALO H S,0.59,10939.54748
BUFFALO GAP EL,0.66,8871.155252
BUENA VISTA SCHOOL,0.51,10475.87451
BRYSON SCHOOL,0.41,11810.47619
BRULE EL,0.36,9823.353525
BRUCE J H,0.45,8826.983713
BROWNSVILLE EARLY COLLEGE H S,0.89,8775.679669
BROWNSBORO INT,0.45,8126.88957
BROWNFIELD MIDDLE,0.29,10227.38525
BROWN EL,0.27,10169.99286
BROWN EL,0.3,12344.38525
BROOKHOLLOW EL,0.34,11299.3511
BRONTE ISD,0.51,12276.47737
BROCK J H,0.69,9940.371759
BROADDUS H S,0.37,11319.94024
BRISCOE EL,0.34,11757.3273
BREWSTER EL,0.47,12505.62638
BREMOND EL,0.49,9906.051126
BRECKENRIDGE J H,0.34,8207.800571
BRAZOS MIDDLE,0.58,9298.758645
BRAZOS EL,0.34,8609.601783
BRAY EL,0.36,10759.33484
BRADLEY EL,0.44,10625.17096
BRADFORD EL,0.29,8336.98164
BOYD MIDDLE,0.43,8723.038938
BOYD INT,0.38,8255.489693
BOWIE PRI,0.42,7447.86324
BOWIE J H,0.38,8096.571023
BOWIE EL,0.51,10031.21391
BOWIE EL,0.38,9156.412667
BOWIE EL,0.41,9858.657197
BOWIE 6TH GRADE CAMPUS,0.28,8274.341463
BOVINA EL,0.14,9145.152219
BOSQUEVILLE EL,0.53,9416.99547
BORGER INT,0.47,7157.624069
BOOKER T WASHINGTON EL,0.2,9769.422515
